,date,flyer,title,body,url
751,Vie 16.10.2020,Mercados turbulentos.,El dólar blue saltó a $ 178 y el Gobierno anticipó que tomará medidas para bajar los dólares financieros,,https://www.clarin.com/economia/dolar-blue-mantiene-171-contado-liqui-sigue-subiendo_0_RGINs7qQo.html
752,Vie 16.10.2020,Todos los precios.,Dólar hoy: a cuánto cotizan el oficial y sus diferentes tipos de cambio este viernes 16 de octubre,,https://www.clarin.com/economia/dolar-hoy-cotizan-oficial-diferentes-tipos-cambio-viernes-16-octubre_0_POJFagqPI.html
753,Vie 16.10.2020,Boletín Oficial.,Cuál es el protocolo que deberán cumplir las aerolíneas y los colectivos que vuelven a funcionar,,https://www.clarin.com/economia/protocolo-deberan-cumplir-aerolineas-colectivos-vuelven-funcionar_0_nqTSLvD3o.html
754,Vie 16.10.2020,Divisa Internacional.,Dólar blue hoy: a cuánto cotiza este viernes 16 de octubre,,https://www.clarin.com/economia/dolar-blue-hoy-cotiza-viernes-16-octubre_0_hASZMnJPh.html
755,Vie 16.10.2020,La crisis económica.,Dólar: las tres espadas que el Gobierno dice tener para defenderse de una devaluación,,https://www.clarin.com/economia/superavit-comercial-acuerdo-deuda-cepo-espadas-gobierno-dice-tener-defenderse-devaluacion_0_ig1hJ56tg.html
756,Vie 16.10.2020,Coloquio de IDEA.,"Empresarios dicen que la suba del dólar es por ""falta de credibilidad""",,https://www.clarin.com/economia/empresarios-dicen-suba-dolar-falta-credibilidad-_0_Sc2bkOn6h.html
757,Vie 16.10.2020,Incentivos.,Turismo: cuándo y cómo se va a poder usar el Bono Fiscal Vacacional,,https://www.clarin.com/economia/turismo-va-poder-usar-bono-fiscal-vacacional_0_I5j_anZ3U.html
758,Vie 16.10.2020,,Alquileres temporarios: ¿una opción para los propietarios como efecto de la nueva ley?,,https://www.clarin.com/economia/alquileres-temporarios-opcion-propietarios-efecto-nueva-ley-_0_WopSkv9yh.html
759,Vie 16.10.2020,Desde las 0 de hoy.,"YPF vuelve a aumentar los precios de los combustibles: la suba es de 3,5% promedio en todo el país",,https://www.clarin.com/economia/ypf-vuelve-aumentar-precios-combustibles-suba-3-5-promedio-pais_0_52_4OAOye.html
760,Jue 15.10.2020,El destino del gigante agroindustrial.,Vicentin: la familia deja el directorio,,https://www.clarin.com/economia/vicentin-familia-deja-directorio_0_nFTAHRFg1.html
761,Jue 15.10.2020,Números poco explicados.,Plan gas: luces y sombras del anuncio oficial,,https://www.clarin.com/economia/plan-gas-luces-sombras-anuncio-oficial_0_546qQJinB.html
762,Jue 15.10.2020,Mercados turbulentos.,"Se disparó el dólar blue a $ 171, el Gobierno intervino y el Banco Central subió las tasas y cerró más la importaciones",,https://www.clarin.com/economia/argentinavision/disparo-dolar-blue-171-gobierno-intervino-banco-central-subio-tasas-frenar-sangria_0_jccxkpN16.html
763,Jue 15.10.2020,Mercados.,Tercera jornada alcista para la soja: alcanzó los 390 dólares en Chicago,,https://www.clarin.com/rural/tercera-jornada-alcista-soja-alcanzo-390-dolares-chicago_0_pnLgn6CcO.html
764,Jue 15.10.2020,El frente laboral.,"El INDEC confirmó que por la pandemia, entre abril y junio se perdieron 3.757.000 puestos de trabajo",,https://www.clarin.com/economia/indec-confirmo-pandemia-abril-junio-perdieron-3-757-000-puestos-trabajo_0_VoW07CCb0.html
765,Jue 15.10.2020,Encuesta IDEA.,Coloquio de Idea: los ejecutivos creen que el dólar seguirá en alza y están preocupados por las instituciones,,https://www.clarin.com/economia/coloquio-idea-ejecutivos-creen-dolar-seguira-alza-preocupados-instituciones_0_7IfzVQLI1.html
766,Jue 15.10.2020,Datos del Indec.,"La industria utilizó en agosto el 58,4% de su capacidad instalada",,https://www.clarin.com/economia/industria-utilizo-agosto-58-4-capacidad-instalada_0_rOHc_pmMi.html
767,Jue 15.10.2020,El frente energético.,El Gobierno lanzó el Plan Gas para importar menos: YPF invertirá US$ 1.800 millones,,https://www.clarin.com/economia/pocas-precisiones-gobierno-lanzo-plan-gas-buscan-ahorro-fiscal-us-1172-millones_0_NiQsZs4Sx.html
768,Jue 15.10.2020,Coloquio de IDEA.,"Woods Staton: ""El gran enemigo del emprendedor es la inflación""",,https://www.clarin.com/economia/woods-staton-gran-enemigo-emprendedor-inflacion-_0_jXY0lbVZM.html
769,Jue 15.10.2020,Finanzas personales.,Plazos fijos: la tasa mínima pierde por primera vez contra la inflación,,https://www.clarin.com/economia/plazos-fijos-tasa-minima-pierde-primera-vez-inflacion_0_C1buqFNG7.html
770,Jue 15.10.2020,Pronósticos privados.,"En el último trimestre, la suba de la inflación no dejará espacio para la mejora real de los salarios",,https://www.clarin.com/economia/ultimo-trimestre-suba-inflacion-dejara-espacio-mejora-real-salarios_0_5P2Q51jZ7.html
771,Jue 15.10.2020,Negociación.,Axel Kicillof quiere transferir a la Nación las pensiones por invalidez de la Provincia de Buenos Aires,,https://www.clarin.com/economia/axel-kicillof-quiere-transferir-nacion-pensiones-invalidez-provincia-buenos-aires_0_G2x59rp23.html
772,Jue 15.10.2020,Mercados alterados.,El dolar blue vuelve a subir: llega a $ 171 y todas las brechas siguen ensanchándose,,https://www.clarin.com/economia/dolar-blue-sigue-subiendo-todas-brechas-siguen-ensanchandose_0_Rwt7vWgj9.html
773,Jue 15.10.2020,Proyecciones privadas.,Inflación de octubre: para las consultoras superará el 3%,,https://www.clarin.com/economia/inflacion-octubre-consultoras-superara-3-_0_bSXlPdOsr.html
774,Jue 15.10.2020,Coloquio de Idea.,"La visión de los dirigentes sociales en el coloquio empresario: ""Con la pandemia hemos retrocedido 20 años""",,https://www.clarin.com/economia/vision-dirigentes-sociales-coloquio-empresario-pandemia-retrocedido-20-anos-_0_lNlo9QG1l.html
775,Jue 15.10.2020,Mercado inestable.,"Tras pasar los $ 170, el contado con liqui bajó y en el mercado todos apuntan a la intervención oficial",,https://www.clarin.com/economia/dolar-hoy-contado-liqui-supera-168-riesgo-pais-trepa-3-_0_xi27BZgNz.html
776,Jue 15.10.2020,Todos los precios.,Dólar hoy: a cuánto cotizan el oficial y sus diferentes tipos de cambio este jueves 15 de octubre,,https://www.clarin.com/economia/dolar-hoy-cotizan-oficial-diferentes-tipos-cambio-jueves-15-octubre_0_Kv42xXBJq.html
777,Jue 15.10.2020,Programa oficial.,El Gobierno ayudará financieramente a las grandes empresas que tengan que reestructurar su deuda,,https://www.clarin.com/economia/gobierno-ayudara-financieramente-grandes-empresas-reestructurar-deuda_0_7egM69iiy.html
778,Jue 15.10.2020,Restricciones cambiarias.,El Hipotecario puso dólares propios para cerrar la renegociación de su deuda,,https://www.clarin.com/economia/hipotecario-puso-dolares-propios-cerrar-renegociacion-deuda_0_O-rQmLM0o.html
779,Jue 15.10.2020,Ayuda oficial.,"Daniel Arroyo habló del IFE 4 y aseguró que ""está el compromiso de acompañar a los que menos tienen""",,https://www.clarin.com/economia/daniel-arroyo-hablo-ife-4-aseguro-compromiso-acompanar-_0_p1anByjNM.html
780,Jue 15.10.2020,Divisa Internacional.,Dólar blue hoy: a cuánto cotiza este jueves 15 de octubre,,https://www.clarin.com/economia/dolar-blue-hoy-cotiza-jueves-15-octubre_0_H5EwstUC_.html
781,Jue 15.10.2020,Proyecto consensuado.,"Jubilados: la movilidad será trimestral, atada al salario y a la recaudación",,https://www.clarin.com/economia/jubilados-movilidad-trimestral-atada-salario-recaudacion_0_PoDOo5cnG.html
782,Jue 15.10.2020,El frente energético.,Alberto Fernández presenta en una Vaca Muerta semi paralizada un plan para producir más gas,,https://www.clarin.com/economia/alberto-fernandez-presenta-vaca-muerta-semi-paralizada-plan-producir-gas_0_LoOvcWPYG.html
783,Jue 15.10.2020,Consumo masivo.,El consumo cayó más en los supermercados que en los comercios barriales,,https://www.clarin.com/economia/consumo-cayo-supermercados-comercios-barriales_0_4--gBABfu.html
784,Jue 15.10.2020,Día internacional de la mujer rural.,Quiénes son las cinco mujeres sub-40 que le están cambiando la cara al campo argentino,,https://www.clarin.com/rural/mujeres-sub-40-cambiando-cara-campo-argentino_0_qU0QsEMAS.html
785,Mie 14.10.2020,Intervencionismo estatal.,La industria de la TV por cable cuestionó el discurso de Alberto Fernández en el Coloquio de IDEA,,https://www.clarin.com/economia/industria-tv-cable-cuestiono-discurso-alberto-fernandez-coloquio-idea_0_nH0rqxx1N.html
786,Mie 14.10.2020,Agroindustria.,El Gobierno y el campo avanzaron para que el proyecto de Ley que fomenta las agroexportaciones sea tratado antes de fin de año,,https://www.clarin.com/rural/gobierno-campo-avanzaron-proyecto-ley-fomenta-agroexportaciones-tratado-fin-ano_0_Yfmgyzx5q.html
787,Mie 14.10.2020,Incertidumbre y consecuencias.,Qué significa que una empresa entre en quiebra,,https://www.clarin.com/economia/que-significa-que-una-empresa-entre-en-quiebra_0_OtQWz5IBz.html
788,Mie 14.10.2020,"""Es la base para planificar inversiones"".",Coloquio de IDEA: los empresarios reclamaron un plan económico,,https://www.clarin.com/economia/coloquio-idea-empresarios-reclamaron-plan-economico_0_UPJmS2F37.html
789,Mie 14.10.2020,Definiciones.,"Martín Redrado advirtió que ""esto va hacia una escenario peor"" y pidió que la clase política reaccione",,https://www.clarin.com/economia/martin-redrado-advirtio-va-escenario-peor-pidio-clase-politica-reaccione_0_FPtzLfvu5.html
790,Mie 14.10.2020,Coloquio de Idea.,"Coloquio de IDEA: el impuesto a las fortunas, el plato principal en un almuerzo para pocos",,https://www.clarin.com/economia/coloquio-idea-impuesto-fortunas-plato-principal-almuerzo-pocos_0_PHuAMGdsI.html
791,Mie 14.10.2020,Mercados.,Segundo día consecutivo en alza: el precio de la soja en Chicago subió casi 5 dólares,,https://www.clarin.com/rural/segundo-dia-consecutivo-alza-precio-soja-chicago-subio-5-dolares_0_IIH6_myeY.html
792,Mie 14.10.2020,"La visión de Thomas Friedman, columnista de The New York Times.","""Argentina puede convertirse en un polo innovador y atraer al mundo""",,https://www.clarin.com/economia/-argentina-puede-convertirse-polo-innovador-atraer-mundo-_0_wUC7WJ9d1.html
793,Mie 14.10.2020,Datos oficiales.,"La inflación subió en septiembre: dio 2,8% y la ven al alza para fin de año",,https://www.clarin.com/economia/inflacion-septiembre-2-8-indec_0_0AYJ27SeE.html
794,Mie 14.10.2020,Coloquio de Idea.,"El chat de Idea, termómetro del ánimo empresario: ¿A quién le habló el Presidente?",,https://www.clarin.com/economia/chat-idea-termometro-animo-empresario-hablo-presidente-_0_IOrIul7pa.html
795,Mie 14.10.2020,Crisis económica.,"Martín Guzmán: ""Queremos que el programa con el FMI ayude a restablecer la estabilidad macroeconómica""",,https://www.clarin.com/economia/martin-guzman-queremos-programa-fmi-ayude-restablecer-estabilidad-macroeconomica-_0_7SHE9earr.html
796,Mie 14.10.2020,Informe del Congreso.,Las ayudas del Estado por la pandemia suman ya casi un billón de pesos,,https://www.clarin.com/economia/ayudas-pandemia-suman-billon-pesos_0_1lNBBR36l.html
797,Mie 14.10.2020,Coloquio de IDEA.,"Felipe Solá realista: ""Estamos en pandemia y hacemos lo que podemos""",,https://www.clarin.com/economia/felipe-sola-realista-pandemia-hacemos-podemos-_0_re_ZDaiQF.html
798,Mie 14.10.2020,Tensión.,"Carlos Melconian y una dura advertencia por la brecha cambiaria: ""Tarde o temprano te la ponés""",,https://www.clarin.com/economia/carlos-melconian-dura-advertencia-brecha-cambiaria-tarde-temprano-pones-_0_ciCNpgAPm.html
799,Mie 14.10.2020,Del Frente de Todos.,Polémica por un proyecto de ley bonaerense que favorecería a YPF,,https://www.clarin.com/economia/polemica-proyecto-ley-bonaerense-favoreceria-ypf_0_noCOP7ctS.html
800,Mie 14.10.2020,Asamblea del Fondo.,"Según la jefa del FMI, ""Argentina enfrenta desafíos dramáticos y las condiciones sociales están empeorando""",,https://www.clarin.com/economia/jefa-fmi-argentina-enfrenta-desafios-dramaticos-condiciones-sociales-empeorando-_0_kAbCwwCDV.html
801,Mie 14.10.2020,Mercado cambiario.,Dólar hoy: el contado con liqui saltó a $ 164 mientras el blue volvió a subir a $ 167,,https://www.clarin.com/economia/dolar-hoy-contado-liqui-toca-160-blue-vuelve-subir-167_0_4xdt3wYW2.html
802,Mie 14.10.2020,Coloquio de IDEA.,"""Seamos uno"", el mensaje empresario sobre cómo se supera la grieta y se combate la pobreza",,https://www.clarin.com/economia/-mensaje-empresario-supera-grieta-combate-pobreza_0_oIxbBKZcf.html
803,Mie 14.10.2020,Es el principal mercado.,La industria brasilera rechazó el trigo tolerante a sequía aprobado en la Argentina,,https://www.clarin.com/rural/industria-brasilera-rechazo-trigo-tolerante-sequia-aprobado-argentina_0_mkWL-vggo.html
804,Mie 14.10.2020,Reunión de empresarios.,"IDEA arrancó con un llamado al consenso: ""No quiero una Argentina cancelada""",,https://www.clarin.com/economia/idea-arranco-llamado-consenso-quiero-argentina-cancelada-_0_odwG94ZEX.html
805,Mie 14.10.2020,De forma virtual.,"Ante empresarios de IDEA, Alberto Fernández aseguró que no va a haber devaluación y que ""jamás"" tocaría los depósitos bancarios",,https://www.clarin.com/economia/coloquio-idea-criticas-macri-justicia-alberto-fernandez-pidio-empresarios-inviertan-pais_0_S-QgAXLvm.html
806,Mie 14.10.2020,En la post pandemia.,"Para el FMI, los países tendrán más incentivos a subir impuestos luego de la pandemia",,https://www.clarin.com/economia/fmi-paises-incentivos-subir-impuestos-luego-pandemia_0_TIYTl10vM.html
807,Mie 14.10.2020,Todos los precios.,Dólar hoy: a cuánto cotizan el oficial y sus diferentes tipos de cambio este miércoles 14 de octubre,,https://www.clarin.com/economia/dolar-hoy-cotizan-oficial-diferentes-tipos-cambio-miercoles-14-octubre_0_MeCMyFtar.html
808,Mie 14.10.2020,Sector en crisis.,"Luego de 11 meses, el Gobierno actualizó los precios para los biocombustibles pero alertan que no alcanza",,https://www.clarin.com/rural/luego-11-meses-gobierno-actualizo-precios-biocombustibles_0_n4l9jRY6p.html
809,Mie 14.10.2020,Entidades.,El campo se reúne con el Gobierno tras una fuerte interna entre la Mesa de Enlace y la agroindustria,,https://www.clarin.com/rural/reunion-gobierno-campo-llega-fuertes-internas-dividido_0_gdGGotHrJ.html
810,Mie 14.10.2020,Divisa Internacional.,Dólar blue hoy: a cuánto cotiza este miércoles 14 de octubre,,https://www.clarin.com/economia/dolar-blue-hoy-cotiza-miercoles-14-octubre_0_3TApWisMkQ.html
811,Mie 14.10.2020,La relación con los empresarios.,Alberto Fernández abre el Coloquio de Idea en medio de roces con sectores empresarios,,https://www.clarin.com/economia/alberto-fernandez-abre-coloquio-idea-medio-roces-sectores-empresarios_0_2ld8L84ib.html
812,Mie 14.10.2020,Menos autos medianos en las líneas de montaje.,"Industria automotriz: además de pick ups, Argentina se posiciona en las SUVs",,https://www.clarin.com/economia/industria-automotriz-ademas-pick-ups-argentina-convierte-pais-suvs_0_otHd-6l5y.html
813,Mie 14.10.2020,Mercado cambiario.,"Con el dólar blue a $ 166 y la brecha en alza vuelve el incentivo para ""hacer puré""",,https://www.clarin.com/economia/dolar-blue-166-brecha-alza-vuelve-incentivo-hacer-pure-_0_nBcBaJAhD.html
814,Mie 14.10.2020,Créditos al consumo.,Celulares: tecnológicas y fintech se unen para ofrecer planes en cuotas,,https://www.clarin.com/economia/celulares-tecnologicas-fintech-arman-alianzas-vender-cuotas_0_D3H2DFz3O.html
815,Mie 14.10.2020,Tecnología financiera.,Avanzan los pagos digitales: ahora se pueden abonar facturas vía Whatsapp,,https://www.clarin.com/economia/avanzan-pagos-digitales-ahora-pueden-abonar-facturas-via-whatsapp_0_cMV_drwiu.html
816,Mar 13.10.2020,Lo dijo en encuentro del G24.,"Para Martín Guzmán, la política fiscal expansiva será clave para la recuperación",,https://www.clarin.com/economia/martin-guzman-politica-fiscal-expansiva-clave-recuperacion_0_ESL3SKs8e.html
817,Mar 13.10.2020,Foco Económico.,¿Hasta cuando aguanta una brecha entre dólares del 100%?,,https://www.clarin.com/economia/-aguanta-brecha-dolares-100-_0_NT_C8jPmx.html
818,Mar 13.10.2020,Agroindustria.,Hidrovía del río Paraná: lo que está en juego es el desarrollo económico de los próximos 15 años,,https://www.clarin.com/rural/hidrovia-rio-parana-juego-desarrollo-economico-proximos-15-anos_0_z3rcjZmVm.html
819,Mar 13.10.2020,Tiene la licencia de Shell en el país.,La petrolera Raizen invierte US$ 715 millones y creará 4.000 nuevos empleos,,https://www.clarin.com/economia/petrolera-raizen-invierte-us-715-millones-creara-4-000-nuevos-empleos_0_lyZXEwqaO.html
820,Mar 13.10.2020,Tiendanube.,Una plataforma que potencia los negocios online de las empresas recibió US$ 30 millones,,https://www.clarin.com/economia/plataforma-potencia-negocios-online-empresas-recibio-us-30-millones_0_FdpYwKjHC.html
821,Mar 13.10.2020,Agroindustria.,Un reclamo salarial de los aceiteros paraliza las terminales portuarias de granos,,https://www.clarin.com/economia/reclamo-salarial-aceiteros-paraliza-terminales-portuarias-granos_0_YvG9yntdm.html
822,Mar 13.10.2020,Mercados.,"Tras la abrupta caída del lunes, vuelve a subir el precio de la soja en Chicago",,https://www.clarin.com/rural/abrupta-caida-lunes-vuelve-subir-precio-soja-chicago_0_ZJS9tH0ei.html
823,Mar 13.10.2020,Estudio privado.,Madres argentinas: tienen un ingreso promedio mensual de $17.000 y deudas que triplican sus sueldos,,https://www.clarin.com/economia/madres-argentinas-ingreso-promedio-mensual-17-000-deudas-triplican-sueldos_0_lc1A3YAJ3.html
824,Mar 13.10.2020,Proyecciones privadas.,"Por la brecha cambiaria, pronostican para 2021 un déficit de US$ 7.000 millones en turismo",,https://www.clarin.com/economia/brecha-cambiaria-pronostican-2021-deficit-us-7-000-millones-turismo_0_xfEDk0ltj.html
825,Mar 13.10.2020,Finanzas personales.,Dólar: dónde pueden poner los pesos quienes se quedaron afuera del cupo de US$ 200 mensuales,,https://www.clarin.com/economia/dolar-pueden-poner-pesos-quedaron-afuera-cupo-us-200-mensuales_0_k-jkyVFMl.html
826,Mar 13.10.2020,La mirada sobre el país.,"Para el Financial Times, Argentina va camino a una devaluación",,https://www.clarin.com/economia/financial-times-argentina-va-camino-devaluacion_0_L2O3wAi-x.html
827,Mar 13.10.2020,Frente cambiario.,"El Central, sin respiro: pese a que bajó el blue, las reservas y el contado con liqui meten presión",,https://www.clarin.com/economia/dolar-blue-mantiene-167-brecha-oficial-115-_0_YN43AEgYB.html
828,Mar 13.10.2020,Sectores en crisis.,"Turismo: además del plan ""Previaje"", cuáles son las ayudas que dará el Gobierno",,https://www.clarin.com/economia/turismo-ademas-plan-previaje-ayudas-dara-gobierno_0_aCEXayXGr.html
829,Mar 13.10.2020,Panorama económico mundial.,"El FMI espera una recesión más brusca para Argentina: el PBI caerá 11,8% este año",,https://www.clarin.com/economia/fmi-excluyo-proyecciones-inflacion-deficit-fiscal-argentina_0_12I7Fl8-J.html
830,Mar 13.10.2020,Economías regionales.,El azafrán mendocino gana terreno y lo piden los chefs top de la Argentina,,https://www.clarin.com/rural/azafran-mendocino-gana-terreno-piden-chefs-top-argentina_0_L4dz04e1l.html
831,Mar 13.10.2020,Divisa Internacional.,Dólar blue hoy: a cuánto cotiza este martes 13 de octubre,,https://www.clarin.com/economia/dolar-blue-hoy-cotiza-martes-13-octubre_0_c8IH3Kwse.html
832,Mar 13.10.2020,Frente cambiario.,"Reabren los mercados, con el foco en el blue, la brecha y el dólar bolsa",,https://www.clarin.com/economia/dolar-escalada-crece-ansiedad-despues-semana-caliente_0_JdrI93CGu.html
833,Mar 13.10.2020,Mercado cambiario.,"Dólar: obsesión oficial con el ""contado con liqui"" y los US$ 7.000 millones que estarían buscando la puerta de salida",,https://www.clarin.com/economia/dolar-obsesion-oficial-contado-liqui-us-7-000-millones-pudieron-fugarse_0_BBZk9Si3A.html
834,Lun 12.10.2020,Renegociación en marcha.,El Gobierno resaltó que el FMI reconoce lo difícil que será resolver la crisis argentina,,https://www.clarin.com/economia/gobierno-resalto-fmi-reconoce-dificil-resolver-crisis-argentina_0_FKEJkboEX.html
835,Lun 12.10.2020,Agroindustria.,El campo se sumó a las protestas contra el Gobierno: hubo manifestaciones en más 150 localidades del país,,https://www.clarin.com/rural/campo-sumo-protestas-gobierno-manifestaciones-150-localidades-pais_0_oJck2H4M7.html
836,Lun 12.10.2020,Deudas privadas.,Banco Hipotecario pondrá dólares propios para el reperfilamiento de su deuda,,https://www.clarin.com/economia/banco-hipotecario-pondra-dolares-propios-reperfilamiento-deuda_0_jjkv7bGO4.html
837,Lun 12.10.2020,Tras el galardón.,"""Estudiar las subastas como lo hicieron los Nobel es muy importante para la economía""",,https://www.clarin.com/economia/-estudiar-subastas-hicieron-nobel-importante-economia-_0_mbSUDO53J.html
838,Lun 12.10.2020,Ahorro frente a la inflación.,Promo de YPF: comprar nafta hoy con 15% de descuento y cargar a partir de los 30 días,,https://www.clarin.com/economia/promo-ypf-comprar-nafta-hoy-15-descuento-cargar-partir-30-dias_0_MXfpNEntd.html
839,Lun 12.10.2020,Mercados.,Se frenó la suba del valor de la soja en Chicago: en el comienzo de la semana cayó un 3%,,https://www.clarin.com/rural/freno-suba-valor-soja-chicago-comienzo-semana-cayo-3-_0_YzovDi8Wb.html
840,Lun 12.10.2020,Agroindustria.,#120: el campo se suma a las protestas con presencia en las rutas y tractorazos en más de 150 localidades del país,,https://www.clarin.com/rural/campo-suma-protestas-presencia-rutas-tractorazos-150-localidades-pais_0_873eEn5PA.html
841,Lun 12.10.2020,El escenario fiscal.,El campo se atrinchera frente al impuesto a la riqueza,,https://www.clarin.com/rural/campo-atrinchera-frente-impuesto-riqueza_0__cbijeD_c.html
842,Lun 12.10.2020,Finanzas personales.,Reviven los plazos fijos UVA: se frena la estampida de los depósitos atados a la inflación,,https://www.clarin.com/economia/reviven-plazos-fijos-uva-frena-estampida-depositos-atados-inflacion_0_jgunjbIb2.html
843,Lun 12.10.2020,Cepo recargado.,Dólar MEP: los cinco pasos para comprar y vender divisas a través de la bolsa porteña,,https://www.clarin.com/economia/dolar-mep-pasos-comprar-vender-divisas-traves-bolsa-portena_0_s-HFKeTPv.html
844,Lun 12.10.2020,Tras la misión a Buenos Aires.,El FMI advierte que Argentina deberá aplicar políticas para restablecer la confianza y la consolidación fiscal,,https://www.clarin.com/economia/mision-pais-fmi-advierte-argentina-debera-aplicar-politicas-restablecer-confianza_0_nADG-Zn2L.html
845,Lun 12.10.2020,Coronavirus en la Argentina.,"Vuelven los vuelos de cabotaje, aunque con restricciones",,https://www.clarin.com/economia/gobierno-levanto-suspension-vuelven-vuelos-cabotaje_0_fUu1o9oDA.html
846,Lun 12.10.2020,Video.,Insólito: se enteró que había ganado el Nobel de Economía cuando el otro premiado le tocó la puerta a medianoche,,https://www.clarin.com/economia/insolito-entero-ganado-nobel-economia-premiado-toco-puerta-medianoche_0_f6_-2tlL9.html
847,Lun 12.10.2020,Convocatoria del Ministerio de Trabajo.,"Se define el nuevo salario mínimo, que hoy está en 100 dólares ""blue""",,https://www.clarin.com/economia/define-nuevo-salario-minimo-hoy-100-dolares-blue-_0_0tdr77B0y.html
848,Lun 12.10.2020,Academia Sueca.,Nobel de Economía para el estudio de las compras por subastas,,https://www.clarin.com/economia/estadounidenses-paul-milgrom-robert-wilson-ganan-premio-nobel-economia_0_W4WvqdIwx.html
849,Lun 12.10.2020,Divisa Internacional.,Dólar blue hoy: a cuánto cotiza este lunes 12 de octubre,,https://www.clarin.com/economia/dolar-blue-hoy-cotiza-lunes-12-octubre_0_TPzkTUiDQ.html
850,Lun 12.10.2020,Comienza en Washington  la Asamblea del FMI.,Hay viento de cola pero los ruidos internos complican el despegue de la economía argentina,,https://www.clarin.com/economia/viento-cola-ruidos-internos-complican-despegue-economia-argentina_0_1Pt7l3N9q.html
851,Lun 12.10.2020,Ayuda en la cuarentena.,IFE 4: Alberto Fernández reflotó las chances de que haya una tanda más del bono,,https://www.clarin.com/economia/ife-4-alberto-fernandez-refloto-chances-tanda-bono_0__k7szBFiX.html
852,Dom 11.10.2020,Frente cambiario.,El Central encontró un atajo para que se puedan vender a mayor precio los dólares que están en el banco,,https://www.clarin.com/economia/central-encontro-atajo-puedan-vender-mayor-precio-dolares-banco_0_PBV81wtm4.html
853,Dom 11.10.2020,Negocios entre privados.,La pelea entre Angelo Calcaterra y el dueño de Edenor por cuotas impagas,,https://www.clarin.com/economia/pelea-angelo-calcaterra-dueno-edenor-cuotas-impagas_0_3IOU4OqVR.html
854,Dom 11.10.2020,Un mercado específico.,"Vienen al país más de 100 ""matarifes kosher"" y el Gobierno espera duplicar las exportaciones de carne a Israel",,https://www.clarin.com/economia/vienen-pais-100-matarifes-kosher-gobierno-espera-duplicar-exportaciones-carne-israel_0_QIQ3TjWZ5.html
855,Dom 11.10.2020,La puja por los precios.,El ranking de la inflación: los productos de consumo masivo que más aumentaron el último año,,https://www.clarin.com/economia/ranking-inflacion-productos-consumo-masivo-aumentaron-ultimo-ano_0_Kk5-cSZaV.html
856,Dom 11.10.2020,Biotecnología en debate.,La inesperada batalla por el trigo transgénico resistente a la sequía,,https://www.clarin.com/rural/inesperada-batalla-trigo-transgenico-resistente-sequia_0_V_NcBLkz3.html
857,Dom 11.10.2020,El color del dinero.,"Kenia, Ruanda, Ghana, el nuevo destino para las empresas argentinas",,https://www.clarin.com/economia/kenia-ruanda-ghana-nuevo-destino-empresas-argentinas_0_2vJeUC6YS.html
858,Dom 11.10.2020,Análisis.,El centro de la revolución está en el bolsillo: el celular,,https://www.clarin.com/economia/centro-revolucion-bolsillo-celular_0_xA3aclD7X.html
859,Dom 11.10.2020,Entrevista exclusiva.,"Otto Scharmer, del MIT: ""El trabajo de los líderes es percibir y dar forma al futuro""",,https://www.clarin.com/economia/-trabajo-lideres-percibir-dar-forma-futuro-_0_1AQL1FtLt.html
860,Dom 11.10.2020,Internacionales.,La amenaza republicana para la República,,https://www.clarin.com/economia/amenaza-republicana-republica_0_SXbTAymO-.html
861,Dom 11.10.2020,Política monetaria.,Que no sobren pesos ni falten dólares,,https://www.clarin.com/economia/sobren-pesos-falten-dolares_0_LsjinnUEm.html
862,Dom 11.10.2020,Secretos empresarios.,"IDEA: un coloquio virtual con Alberto Fernández, Axel Kicillof, Felipe Solá y Martín Guzmán",,https://www.clarin.com/economia/idea-coloquio-virtual-alberto-fernandez-axel-kicillof-felipe-sola-martin-guzman_0_Inhw433C1.html
863,Dom 11.10.2020,Macroeconomía.,Mi amiga Kristalina Ivanova está equivocada,,https://www.clarin.com/economia/amiga-kristalina-ivanova-equivocada_0_wytuyzuM1.html
864,Dom 11.10.2020,Mirada Global.,El superávit comercial impulsa a la economía brasileña,,https://www.clarin.com/economia/superavit-comercial-impulsa-economia-brasilena_0_gpG2GZRyw.html
865,Sab 10.10.2020,El frente cambiario.,Impulsarán un desdoblamiento cambiario parcial para facilitar que la gente pueda vender sus dólares en la Bolsa a $ 143,,https://www.clarin.com/economia/impulsaran-desdoblamiento-cambiario-parcial-facilitar-gente-pueda-vender-dolares-bolsa-143_0_NyMQMyFiq.html
866,Sab 10.10.2020,Entretelas de la política.,La Corte en cuartos separados,,https://www.clarin.com/economia/corte-cuartos-separados_0_XTd5bxC4k.html
867,Sab 10.10.2020,La economía que viene.,Argentina y el Fondo Monetario harían todo a la vez: artículo IV y negociar el nuevo programa,,https://www.clarin.com/economia/argentina-fondo-monetario-harian-vez-articulo-iv-negociar-nuevo-programa_0_KlytLM0GU.html
868,Sab 10.10.2020,Competitividad de la economía.,La misión del FMI preguntó a empresarios por la hidrovía Paraguay-Paraná,,https://www.clarin.com/economia/mision-fmi-pregunto-empresarios-hidrovia-paraguay-parana_0_WqJAo77Ai.html
